"win_chance","craver","betting_rate","se","kappa_1","kappa_2"
0.2,0,0,0,0.1,0.5
0.2,1,0.0284027777777778,0.00138438655985721,0.1,0.5
0.8,0,0.785234375,0.00209566605819324,0.1,0.5
0.8,1,0.795798611111111,0.00167966805453608,0.1,0.5
0.2,0,0,0,0.1,0.55
0.2,1,0.00638888888888889,0.000663979577190383,0.1,0.55
0.8,0,0.784244791666667,0.00209916467080936,0.1,0.55
0.8,1,0.786788194444444,0.00170658164231262,0.1,0.55
0.2,0,0,0,0.1,0.6
0.2,1,0.000347222222222222,0.000155260928427875,0.1,0.6
0.8,0,0.783854166666667,0.00210054075588188,0.1,0.6
0.8,1,0.786753472222222,0.00170668293721466,0.1,0.6
0.2,0,0,0,0.1,0.65
0.2,1,0,0,0.1,0.65
0.8,0,0.781770833333333,0.00210783286493761,0.1,0.65
0.8,1,0.784097222222222,0.00171437806293403,0.1,0.65
0.2,0,0,0,0.1,0.7
0.2,1,0,0,0.1,0.7
0.8,0,0.783463541666667,0.00210191404952118,0.1,0.7
0.8,1,0.783003472222222,0.00171751589315694,0.1,0.7
0.2,0,0,0,0.2,0.5
0.2,1,0.0530555555555556,0.0018679339589043,0.2,0.5
0.8,0,0.783567708333333,0.00210154811051482,0.2,0.5
0.8,1,0.804791666666667,0.00165151849026236,0.2,0.5
0.2,0,0,0,0.2,0.55
0.2,1,0.0270833333333333,0.00135276610559996,0.2,0.55
0.8,0,0.7815625,0.0021085577405039,0.2,0.55
0.8,1,0.798298611111111,0.0016719745380963,0.2,0.55
0.2,0,0,0,0.2,0.6
0.2,1,0.0114583333333333,0.00088693552413397,0.2,0.6
0.8,0,0.782395833333333,0.00210565352021795,0.2,0.6
0.8,1,0.789965277777778,0.00169723538628107,0.2,0.6
0.2,0,0,0,0.2,0.65
0.2,1,0.00270833333333333,0.000433107781543216,0.2,0.65
0.8,0,0.786640625,0.00209066329046028,0.2,0.65
0.8,1,0.785868055555556,0.00170925979137413,0.2,0.65
0.2,0,0,0,0.2,0.7
0.2,1,0.000625,0.000208275450903006,0.2,0.7
